Gemini,17,ל,ק,ζ
Gemini,18,מ,צ,η
Gemini,19,נ,פ,θ
Gemini,20,ס,ע,ι
Gemini,21,ע,ס,κ
Gemini,22,פ,נ,λ
Gemini,23,צ,מ,μ
Gemini,24,ק,ל,ν
Gemini,25,ר,כ,ξ
Gemini,26,ש,י,ο
Gemini,27,ת,ט,π
Gemini,28,א,ח,ρ
Gemini,29,ב,ז,σ
Cancer,0,ג,ו,τ
Cancer,1,ד,ה,υ
Cancer,2,ה,ד,φ
Cancer,3,ו,ג,χ
Cancer,4,ז,ב,ψ
Cancer,5,ח,א,ω
Cancer,6,ט,ת,α
Cancer,7,י,ש,β
Cancer,8,כ,ר,γ
Cancer,9,ל,ק,δ
Cancer,10,מ,צ,ε
Cancer,11,נ,פ,ζ
Cancer,12,ס,ע,η
Cancer,13,ע,ס,θ
Cancer,14,פ,נ,ι
Cancer,15,צ,מ,κ
Cancer,16,ק,ל,λ
Cancer,17,ר,כ,μ
Cancer,18,ש,י,ν
Cancer,19,ת,ט,ξ
Cancer,20,א,ח,ο
Cancer,21,ב,ז,π
Cancer,22,ג,ו,ρ
Cancer,23,ד,ה,σ
Cancer,24,ה,ד,τ
Cancer,25,ו,ג,υ
Cancer,26,ז,ב,φ
Cancer,27,ח,א,χ
Cancer,28,ט,ת,ψ
Cancer,29,י,ש,ω
Leo,0,כ,ר,α
Leo,1,ל,ק,β
Leo,2,מ,צ,γ
Leo,3,נ,פ,δ
Leo,4,ס,ע,ε
Leo,5,ע,ס,ζ
Leo,6,פ,נ,η
Leo,7,צ,מ,θ
Leo,8,ק,ל,ι
Leo,9,ר,כ,κ
Leo,10,ש,י,λ
Leo,11,ת,ט,μ
Leo,12,א,ח,ν
Leo,13,ב,ז,ξ
Leo,14,ג,ו,ο
Leo,15,ד,ה,π
Leo,16,ה,ד,ρ
Leo,17,ו,ג,σ
Leo,18,ז,ב,τ
Leo,19,ח,א,υ
Leo,20,ט,ת,φ
Leo,21,י,ש,χ
Leo,22,כ,ר,ψ
Leo,23,ל,ק,ω
Leo,24,מ,צ,α
Leo,25,נ,פ,β
Leo,26,ס,ע,γ
Leo,27,ע,ס,δ
Leo,28,פ,נ,ε
Leo,29,צ,מ,ζ
Virgo,0,ק,ל,η
Virgo,1,ר,כ,θ
Virgo,2,ש,י,ι
Virgo,3,ת,ט,κ
Virgo,4,א,ח,λ
Virgo,5,ב,ז,μ
Virgo,6,ג,ו,ν
Virgo,7,ד,ה,ξ
Virgo,8,ה,ד,ο
Virgo,9,ו,ג,π
Virgo,10,ז,ב,ρ
Virgo,11,ח,א,σ
Virgo,12,ט,ת,τ
Virgo,13,י,ש,υ
Virgo,14,כ,ר,φ
Virgo,15,ל,ק,χ
Virgo,16,מ,צ,ψ
Virgo,17,נ,פ,ω
Virgo,18,ס,ע,α
Virgo,19,ע,ס,β
Virgo,20,פ,נ,γ
Virgo,21,צ,מ,δ
Virgo,22,ק,ל,ε
Virgo,23,ר,כ,ζ
Virgo,24,ש,י,η
Virgo,25,ת,ט,θ
Virgo,26,א,ח,ι
Virgo,27,ב,ז,κ
Virgo,28,ג,ו,λ
Virgo,29,ד,ה,μ
Libra,0,ה,ד,ν
Libra,1,ו,ג,ξ
Libra,2,ז,ב,ο
Libra,3,ח,א,π
Libra,4,ט,ת,ρ
Libra,5,י,ש,σ
Libra,6,כ,ר,τ
Libra,7,ל,ק,υ
Libra,8,מ,צ,φ
Libra,9,נ,פ,χ
Libra,10,ס,ע,ψ
Libra,11,ע,ס,ω
Libra,12,פ,נ,α
Libra,13,צ,מ,β
Libra,14,ק,ל,γ
Libra,15,ר,כ,δ
Libra,16,ש,י,ε
Libra,17,ת,ט,ζ
Libra,18,א,ח,η
Libra,19,ב,ז,θ
Libra,20,ג,ו,ι
Libra,21,ד,ה,κ
Libra,22,ה,ד,λ
Libra,23,ו,ג,μ
Libra,24,ז,ב,ν
Libra,25,ח,א,ξ
Libra,26,ט,ת,ο
Libra,27,י,ש,π
Libra,28,כ,ר,ρ
Libra,29,ל,ק,σ
Scorpio,0,מ,צ,τ
Scorpio,1,נ,פ,υ
Scorpio,2,ס,ע,φ
Scorpio,3,ע,ס,χ
Scorpio,4,פ,נ,ψ
Scorpio,5,צ,מ,ω
Scorpio,6,ק,ל,α
Scorpio,7,ר,כ,β
Scorpio,8,ש,י,γ
Scorpio,9,ת,ט,δ
Scorpio,10,א,ח,ε
Scorpio,11,ב,ז,ζ
Scorpio,12,ג,ו,η
Scorpio,13,ד,ה,θ
Scorpio,14,ה,ד,ι
Scorpio,15,ו,ג,κ
Scorpio,16,ז,ב,λ
Scorpio,17,ח,א,μ
Scorpio,18,ט,ת,ν
Scorpio,19,י,ש,ξ
Scorpio,20,כ,ר,ο
Scorpio,21,ל,ק,π
Scorpio,22,מ,צ,ρ
Scorpio,23,נ,פ,σ
Scorpio,24,ס,ע,τ
Scorpio,25,ע,ס,υ
Scorpio,26,פ,נ,φ
Scorpio,27,צ,מ,χ
Scorpio,28,ק,ל,ψ
Scorpio,29,ר,כ,ω
Sagittarius,0,ש,י,α
Sagittarius,1,ת,ט,β
Sagittarius,2,א,ח,γ
Sagittarius,3,ב,ז,δ
Sagittarius,4,ג,ו,ε
Sagittarius,5,ד,ה,ζ
Sagittarius,6,ה,ד,η
Sagittarius,7,ו,ג,θ
Sagittarius,8,ז,ב,ι
Sagittarius,9,ח,א,κ
Sagittarius,10,ט,ת,λ
Sagittarius,11,י,ש,μ
Sagittarius,12,כ,ר,ν
Sagittarius,13,ל,ק,ξ
Sagittarius,14,מ,צ,ο
Sagittarius,15,נ,פ,π
Sagittarius,16,ס,ע,ρ
Sagittarius,17,ע,ס,σ
Sagittarius,18,פ,נ,τ
Sagittarius,19,צ,מ,υ
Sagittarius,20,ק,ל,φ
Sagittarius,21,ר,כ,χ
Sagittarius,22,ש,י,ψ
Sagittarius,23,ת,ט,ω
Sagittarius,24,א,ח,α
Sagittarius,25,ב,ז,β
Sagittarius,26,ג,ו,γ
Sagittarius,27,ד,ה,δ
Sagittarius,28,ה,ד,ε
Sagittarius,29,ו,ג,ζ
Capricorn,0,ז,ב,η
Capricorn,1,ח,א,θ
Capricorn,2,ט,ת,ι
Capricorn,3,י,ש,κ
Capricorn,4,כ,ר,λ
Capricorn,5,ל,ק,μ
Capricorn,6,מ,צ,ν
Capricorn,7,נ,פ,ξ
Capricorn,8,ס,ע,ο
Capricorn,9,ע,ס,π
Capricorn,10,פ,נ,ρ
Capricorn,11,צ,מ,σ
Capricorn,12,ק,ל,τ
Capricorn,13,ר,כ,υ
Capricorn,14,ש,י,φ
Capricorn,15,ת,ט,χ
Capricorn,16,א,ח,ψ
Capricorn,17,ב,ז,ω
Capricorn,18,ג,ו,α
Capricorn,19,ד,ה,β
Capricorn,20,ה,ד,γ
Capricorn,21,ו,ג,δ
Capricorn,22,ז,ב,ε
Capricorn,23,ח,א,ζ
Capricorn,24,ט,ת,η
Capricorn,25,י,ש,θ
Capricorn,26,כ,ר,ι
Capricorn,27,ל,ק,κ
Capricorn,28,מ,צ,λ
Capricorn,29,נ,פ,μ
Aquarius,0,ס,ע,ν
Aquarius,1,ע,ס,ξ
Aquarius,2,פ,נ,ο
Aquarius,3,צ,מ,π
Aquarius,4,ק,ל,ρ
Aquarius,5,ר,כ,σ
Aquarius,6,ש,י,τ
Aquarius,7,ת,ט,υ
Aquarius,8,א,ח,φ
Aquarius,9,ב,ז,χ
Aquarius,10,ג,ו,ψ
Aquarius,11,ד,ה,ω
Aquarius,12,ה,ד,α
Aquarius,13,ו,ג,β
Aquarius,14,ז,ב,γ
Aquarius,15,ח,א,δ
Aquarius,16,ט,ת,ε
Aquarius,17,י,ש,ζ
Aquarius,18,כ,ר,η
Aquarius,19,ל,ק,θ
Aquarius,20,מ,צ,ι
Aquarius,21,נ,פ,κ
Aquarius,22,ס,ע,λ
Aquarius,23,ע,ס,μ
Aquarius,24,פ,נ,ν
Aquarius,25,צ,מ,ξ
Aquarius,26,ק,ל,ο
Aquarius,27,ר,כ,π
Aquarius,28,ש,י,ρ
Aquarius,29,ת,ט,σ
Pisces,0,א,ח,τ
Pisces,1,ב,ז,υ
Pisces,2,ג,ו,φ
Pisces,3,ד,ה,χ
Pisces,4,ה,ד,ψ
Pisces,5,ו,ג,ω
Pisces,6,ז,ב,α
Pisces,7,ח,א,β
Pisces,8,ט,ת,γ
Pisces,9,י,ש,δ
Pisces,10,כ,ר,ε
Pisces,11,ל,ק,ζ
Pisces,12,מ,צ,η
Pisces,13,נ,פ,θ
Pisces,14,ס,ע,ι
Pisces,15,ע,ס,κ
Pisces,16,פ,נ,λ
Pisces,17,צ,מ,μ
Pisces,18,ק,ל,ν
Pisces,19,ר,כ,ξ
Pisces,20,ש,י,ο
Pisces,21,ת,ט,π
Pisces,22,א,ח,ρ
Pisces,23,ב,ז,σ
Pisces,24,ג,ו,τ
Pisces,25,ד,ה,υ
Pisces,26,ה,ד,φ
Pisces,27,ו,ג,χ
Pisces,28,ז,ב,ψ
Pisces,29,ח,א,ω
